Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF07;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF26;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF13s1
NZ_CP014784.1_Pseudomonas_alcaligenes_strain_NEB_585_chromosome__complete_genome;0;0;0;0.00006;0.00014;0;0;0;0;0;0;0.00008;0;0;0.00029;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.00025;0;0;0.00255;0;0;0;0;0;0.00023;0.00016;0.00013;0.00056;0;0;0.00056;0.00013;0.00003;0;0.00009;0.00015;0.00011;0;0;0;0;0.00014;0;0;0;0;0;0;0;0;0;0.00035;0;0;0.00005;0;0;0.00002;0;0;0;0.00014;0;0;0;0;0;0;0
NC_013922.1_Natrialba_magadii_ATCC_43099__complete_sequence;0;0.00004;0;0;0;0;0;0;0;0;0;0.00009;0;0.00008;0;0.00008;0.00009;0.00008;0;0;0;0;0;0.00002;0;0.0002;0.00012;0;0.00008;0.0001;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00015;0;0;0;0.00009;0;0;0;0.00013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00002;0.00007;0;0;0;0;0;0;0;0;0;0
NC_011894.1_Methylobacterium_nodulans_ORS_2060__complete_genome;0;0;0.00006;0;0.00008;0.00065;0;0.00023;0;0;0.00046;0.00004;0;0;0;0;0;0.00037;0;0;0;0;0;0.00005;0.00009;0.00028;0;0.00005;0;0.00014;0;0;0;0.00029;0;0;0.013;0;0;0.03242;0;0.00003;0.00169;0.00018;0.00131;0.00064;0.00526;0.00021;0.0005;0.00021;0.00001;0.00027;0;0.00083;0.00039;0;0.00244;0;0.02088;0.00008;0.00075;0.00008;0.00414;0.00104;0;0.00281;0;0.00122;0;0;0;0.00037;0.00003;0;0;0;0;0;0.00003;0;0.00005;0;0;0;0.00002;0.00013;0
NZ_CP046351.1_Staphylococcus_fleurettii_strain_FDAARGOS_682_chromosome__complete_genome;0;0;0;0.00019;0;0;0;0.00024;0;0;0.00113;0;0;0;0;0;0;0.00012;0;0;0;0;0;0;0.00029;0;0;0;0;0;0;0;0;0;0;0;0.00444;0;0.03631;0.01246;0;0;0.0008;0.00198;0.00246;0.00049;0.00289;0.00088;0.00055;0.00022;0;0.00082;0.00092;0.0012;0;0.00062;0.00752;0;0.00611;0;0.00116;0;0.01061;0;0;0.00371;0.00017;0.00268;0.00397;0;0.00065;0.00309;0;0.0003;0.00161;0;0;0;0.00009;0.00049;0;0;0;0.00025;0;0;0
NZ_CP015615.1_Acinetobacter_schindleri_strain_ACE_chromosome__complete_genome;0;0;0;0;0.00042;0;0;0;0;0;0;0.00011;0;0;0;0;0;0.00011;0;0;0;0.0001;0.00009;0.00003;0;0.00049;0;0;0;0.00012;0;0;0.00115;0.00012;0;0.00265;0.01122;0.00143;0.00099;0;0;0;0;0.00024;0.00038;0;0.00195;0.00019;0.00082;0.00018;0;0;0.00039;0;0.0025;0;0.00136;0;0.02575;0.00061;0.00584;0.00059;0.00715;0.00538;0;0.00069;0.00014;0.0009;0;0.00231;0;0.00024;0;0;0;0.00011;0.00044;0;0.00029;0;0;0;0;0.00177;0;0.00016;0
NZ_CP017253.2_Clostridium_taeniosporum_strain_1_k_chromosome__complete_genome;0;0.00005;0.0007;0.00075;0.00309;0.00309;0.01609;0.00538;0;0.00009;0.00697;0.00068;0;0;0.01832;0;0;0.00367;0.00075;0.02437;0.00149;0.00151;0.00035;0.00071;0.00011;0.01012;0.00206;0.00056;0;0.00172;0.00016;0.00007;0.00106;0.00445;0;0.01063;0.09629;0;0.01632;0.2798;0.01523;0.00057;0.01738;0.01117;0.00519;0.02053;0.05588;0.01379;0.012;0.00279;0.00043;0.00509;0.0037;0.00569;0.01273;0.00192;0.02037;0.00087;0.14202;0.01123;0.00358;0.00218;0.12484;0;0;0.02393;0.00013;0.02743;0.31057;0.00213;0.00101;0.00065;0.00059;0.00023;0.00666;0;0;0;0.0006;0.01363;0.00049;0.00159;0;0;0.00054;0.00149;0.00441
NZ_CP012622.1_Spiroplasma_cantharicola_strain_CC_1_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0.0006;0.00014;0;0;0;0;0;0;0;0;0;0;0;0.00014;0;0.00125;0;0;0;0;0;0;0;0.00032;0;0.00123;0;0;0;0;0;0;0.00172;0.00061;0.00048;0.00105;0.00124;0.00047;0.0003;0;0;0;0;0.00057;0;0;0.02532;0;0;0;0.01486;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00058;0;0;0;0;0;0;0;0;0;0;0.00041;0
NC_041912.1_Aquamicrobium_phage_P14__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP004353.1_Corynebacterium_vitaeruminis_DSM_20294_chromosome__complete_genome;0;0.00011;0.00047;0.00125;0.00086;0.01873;0.03584;0.00929;0;0.0001;0;0.00221;0;0.00011;0.00825;0;0;0.01323;0;0.00936;0;0;0;0.00026;0.00063;0.0243;0.00015;0.00087;0.00223;0.02335;0.00231;0;0.00157;0.00788;0;0.14992;0.88849;0.00053;0.16562;0.07521;0.2261;0.00436;0.01832;0.01586;0.01541;0.04106;0.23947;0.03716;0.01253;0.02768;0.00135;0.00283;0.00744;0.00645;0.00188;0.00241;0.1051;0.00073;0.45073;0.00271;0;0.03568;0.88537;0.1569;0;0.01883;0;0.00324;0.03082;0;0.02717;0.08163;0.00157;0.02164;0.06092;0;0.00009;0;0.00015;0.00084;0;0;0;0.00085;0;0;0.00031
NZ_CP022196.1_Celeribacter_ethanolicus_strain_TSPH2_chromosome__complete_genome;0;0.00004;0;0;0;0;0;0.00015;0;0;0.00018;0.00008;0;0;0;0;0;0;0;0;0;0;0;0.00004;0;0.00018;0.00011;0;0;0;0;0;0;0;0;0;0;0;0;0.055;0;0.00006;0.00025;0.00018;0.00127;0.00031;0.00437;0.00028;0.00026;0.00034;0;0.00104;0;0.00025;0;0;0.00034;0.00018;0.01349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_020506.1_Corynebacterium_callunae_DSM_20147__complete_sequence;0;0;0;0;0.00022;0.00035;0.0185;0.00021;0;0;0.00025;0.00006;0;0;0.00022;0;0;0.003;0;0.00032;0;0;0;0;0;0.00103;0;0;0;0;0.00018;0;0;0.00079;0;0.00382;0.00395;0;0.01877;0.03328;0.15757;0.00041;0.00071;0.00025;0.00278;0;0.01182;0.00078;0.00049;0.00146;0;0;0.00027;0.00083;0.00071;0.00014;0;0;0.00272;0.00022;0.00206;0.00021;0.00755;0;0;0.00073;0;0;0;0;0.00029;0.00025;0.00009;0.00053;0.0012;0;0;0;0;0.00065;0;0;0;0.00011;0;0;0
NZ_AP022576.1_Mycobacterium_florentinum_strain_JCM_14740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00027;0;0;0;0.00006;0;0;0;0;0.00005;0;0;0;0;0;0.0001;0.00094;0;0;0;0;0;0;0;0;0;0;0.00023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_007181.1_Sulfolobus_acidocaldarius_DSM_639__complete_sequence;0;0;0;0;0;0;0;0.00027;0;0;0;0;0;0;0;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0.00014;0;0;0;0.00052;0.00033;0;0.0013;0.01513;0;0.01596;0;0;0.0001;0.00046;0;0.00025;0;0;0;0;0.00198;0;0;0;0.00273;0.00022;0;0.00122;0;0.01041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00014;0;0;0
NC_014500.1_Dickeya_dadantii_3937__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0.00003;0;0;0;0;0;0;0;0;0;0;0;0.00002;0;0;0;0;0;0.00008;0;0;0;0;0;0;0.00228;0;0;0;0;0;0;0;0;0;0;0;0;0.00006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_009943.1_Desulfococcus_oleovorans_Hxd3__complete_sequence;0;0;0;0;0;0;0;0.00031;0;0;0;0;0;0;0.00097;0;0;0.00032;0;0;0;0.00023;0;0;0;0;0;0;0;0.00009;0;0;0;0.00104;0;0.00092;0;0;0;0;0;0.00018;0.00308;0;0.00057;0.00126;0.00222;0;0.00009;0.00021;0;0;0.0001;0.00051;0;0;0.00275;0;0.00784;0.00046;0;0.00015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_AP017569.1_Halorubrum_trapanicum_strain_CBA1232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00012;0;0;0;0;0;0.00035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP019607.1_Tessaracoccus_flavescens_strain_SST_39T_chromosome__complete_genome;0;0;0;0.00014;0.00053;0.0007;0;0.00134;0;0;0.02604;0.00014;0;0;0.00194;0;0;0.00289;0;0;0.00045;0;0;0;0;0.00591;0;0;0.00026;0.00114;0;0.00007;0.00032;0.00052;0;0.00742;0.03427;0.00011;0.00411;0.34088;0;0.00026;0.00534;0.00238;0.0036;0.00551;0.03929;0.00401;0.00456;0.0059;0.0001;0.00173;0.00043;0.00253;0.00083;0.00022;0.0049;0;0.0772;0;0.00568;0;0.08929;0.00224;0;0.00145;0;0.00151;0;0.00043;0;0.00118;0;0;0;0;0;0;0.00018;0.00017;0.00011;0.00016;0;0;0;0.00027;0
NC_009643.1_Actinomyces_phage_Av_1__complete_genome;0;0;0.07978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03284;0;0;0.12831;0;0.02125;0;0.02178;0;0;0;0.1085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10187;0.06431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_010336.1_Francisella_philomiragia_subsp._philomiragia_ATCC_25017__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00017;0.00031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00071;0;0;0;0;0;0.00038;0.00033;0;0;0;0;0.00378;0;0;0.00029;0;0;0;0;0;0;0;0;0;0.00035;0;0.00037;0;0;0;0;0.00032;0;0;0;0;0;0;0;0
NZ_CP031115.1_Rubrobacter_indicoceani_strain_SCSIO_08198_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00022;0;0;0;0;0.0001;0;0;0.00026;0;0;0;0.00013;0;0;0;0;0;0;0;0;0;0;0;0.00008;0;0;0.00119;0.00347;0;0;0;0;0.00061;0.00073;0.00014;0.00083;0;0;0;0.00033;0.0027;0.00021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP031188.1_Flavobacterium_arcticum_strain_SM1502_chromosome__complete_genome;0;0;0;0.00041;0.00297;0.00102;0;0.00163;0;0.00094;0.00144;0.00023;0;0;0.01178;0;0.00024;0.0017;0;0.00246;0.00055;0.00124;0.00038;0.00017;0.00012;0.00272;0.0006;0.00049;0;0.00076;0.00018;0.00008;0;0.00138;0;0.00316;0.03402;0;0.01794;0.08484;0;0.00063;0.00853;0.00867;0.00285;0.00877;0.02948;0.00243;0.00353;0.00223;0.00023;0;0.00197;0.00683;0.00152;0;0.01325;0;0.08585;0.00144;0;0.0008;0.02889;0;0;0.00842;0;0.01781;0.02028;0.00026;0;0;0;0.00025;0.00617;0;0;0;0.00029;0.0025;0;0.00077;0;0.00021;0.00045;0.00066;0.0003
NZ_AP019400.1_Cohnella_abietis_strain_KCTC_43028;0;0.00005;0.00006;0;0.00036;0.00007;0;0.00017;0;0;0.00181;0;0;0.00018;0.00045;0;0.00005;0.00018;0;0.00013;0.00069;0.00235;0;0.00005;0.00005;0.00114;0.00063;0.00021;0;0.00016;0;0;0.00033;0.00063;0;0.00123;0.00795;0.00006;0.02055;0.06693;0;0.00007;0.00144;0.0003;0.00024;0.00738;0.00207;0.00039;0.00079;0.00102;0.00005;0.00088;0.00138;0.00096;0.00007;0;0.00212;0.00003;0.01095;0.00433;0.00248;0.00008;0.02887;0;0;0.00089;0;0.00231;0.00427;0;0.00047;0.00252;0.00024;0.00053;0.00212;0;0;0;0;0;0.00011;0.00187;0;0.00018;0.00011;0.00007;0.00013
NZ_CP060716.1_Leucobacter_denitrificans_strain_KACC_14055_chromosome__complete_genome;0;0;0;0.0001;0;0.00021;0;0;0;0;0.00266;0.00035;0;0;0;0;0;0.00052;0;0;0;0.00013;0;0;0;0.00031;0;0;0;0.00016;0.00087;0;0;0.00108;0;0.0003;0.07939;0.00081;0.00246;0.06551;0.1792;0.0001;0.00042;0;0.00164;0.00155;0.00061;0;0.00029;0.00103;0;0;0.00049;0.00141;0.00083;0;0.00056;0;0.02571;0.00025;0;0;0.00446;0.01007;0;0.0026;0;0;0;0;0;0.00118;0.0001;0;0.00113;0.00003;0;0;0;0.00077;0;0.00024;0;0;0;0.00041;0
NC_021252.1_Amycolatopsis_keratiniphila__complete_sequence;0;0;0;0;0;0.00017;0;0.00014;0;0;0;0;0;0;0;0;0;0.00208;0;0;0;0;0;0;0;0.00033;0;0;0;0.00004;0;0;0;0;0;0.00008;0.00251;0;0;0;0;0.00005;0.00034;0.00008;0.0005;0.00028;0.00114;0.00106;0.00008;0.00111;0.00003;0.00023;0;0.00011;0;0;0.00091;0;0;0.00014;0;0;0.0036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP011011.1_Pseudoalteromonas_agarivorans_DSM_14585_chromosome_I__complete_sequence;0;0.00004;0;0.00013;0;0.00027;0;0.00016;0;0;0.00019;0.00014;0;0;0;0;0;0.00051;0;0;0;0.00017;0;0.00007;0;0;0;0;0;0.0001;0;0;0;0.00081;0;0.00078;0;0;0.0008;0;0;0.00006;0.00219;0;0.00061;0.00268;0.00355;0;0.00028;0.00089;0.00025;0;0.00084;0.00128;0.00014;0.00021;0.00587;0;0.04384;0.00264;0.00079;0;0.0029;0;0;0;0;0.00183;0;0;0;0.00038;0;0.00041;0.00165;0;0;0;0;0;0.00011;0.00093;0;0.00017;0;0;0
NC_011978.1_Thermotoga_neapolitana_DSM_4359__complete_sequence;0;0;0;0;0;0.00053;0;0.00032;0;0;0.00038;0;0;0;0;0;0;0;0;0.00097;0;0.00033;0;0.00005;0;0;0;0;0;0;0;0;0;0.0002;0;0.00038;0.00596;0;0.00471;0.01671;0;0;0.00054;0;0.0003;0.00066;0.00232;0.00118;0.00037;0.00132;0.00037;0;0.00351;0.00197;0.00239;0.00021;0.00504;0;0.0164;0;0;0;0;0;0;0.00055;0;0.00072;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00031;0;0;0;0;0
NZ_CP030051.1_Bradyrhizobium_guangdongense_strain_CCBAU_51649_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00022;0;0;0;0;0;0;0;0;0;0.00014;0;0;0;0;0;0;0;0;0;0;0.00003;0;0;0.00061;0;0;0.00015;0.00061;0.00007;0.00002;0;0;0.00005;0.0004;0;0;0;0;0;0.00039;0.00008;0;0.00108;0;0;0.00006;0;0;0;0.00022;0.00029;0;0;0.00009;0.00006;0;0;0;0;0.00005;0.00008;0;0;0;0;0
NC_014306.1_Erwinia_billingiae_Eb661__complete_genome;0;0;0;0.00005;0;0;0.0206;0.00012;0;0;0;0;0;0;0;0;0;0;0;0.00054;0;0;0;0.00002;0;0.00029;0;0;0;0.00007;0;0;0.00023;0.00015;0;0;0.04403;0.00008;0.00116;0;0.00325;0;0.00079;0.00014;0.00321;0;0.00258;0.00054;0.00158;0.00022;0.00002;0.00285;0.00038;0.00033;0.00079;0;0.00133;0.00005;0;0.00012;0.00057;0;0.0021;0;0;0;0.00008;0.00053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP034157.1_Cloacibacterium_normanense_strain_NRS_1_chromosome__complete_genome;0;0.00046;0.00182;0.00097;0.01577;0.00675;0.01904;0.0079;0.00151;0;0.02293;0.00117;0.00005;0;0.00023;0;0;0.00069;0.00887;0.02387;0.00294;0.00356;0.00031;0.00062;0.00013;0.00878;0.00276;0.00053;0;0.00122;0.00057;0.00018;0.00167;0.00203;0.00032;0.00157;0.22785;0.00057;0.06223;0.35385;0.07206;0.0016;0.03268;0.08165;0.01228;0.02293;0.0878;0.01914;0.0213;0.0011;0.00063;0.00903;0.0096;0.0038;0.02322;0.00355;0.01131;0.00043;0.0364;0.02193;0.00529;0.00711;0.08357;0.02632;0.0003;0.04945;0.00092;0.04769;0.09822;0.00782;0.00565;0.00309;0.00088;0.00246;0.03937;0.00073;0.0001;0;0.00149;0.00045;0.00073;0.00396;0;0.00023;0.00029;0.00071;0.00033
NZ_CP042997.1_Aquisphaera_giovannonii_strain_OJF2_chromosome__complete_genome;0;0;0;0;0;0;0.00507;0;0;0;0;0.00002;0;0;0;0;0;0.00015;0;0.00009;0.00016;0;0;0.00002;0;0;0;0;0;0.00004;0;0;0;0.00018;0;0;0;0.00019;0;0;0;0.0002;0.00098;0.00007;0.00142;0;0.00042;0.00016;0.00101;0.00011;0.00002;0.0004;0.00019;0.0001;0.00058;0;0.00065;0.00002;0;0.00024;0.00028;0.00006;0.00155;0.00078;0;0;0;0;0;0;0;0;0.00002;0;0;0;0.00003;0;0;0.00012;0;0;0;0;0;0;0
NC_015711.1_Myxococcus_macrosporus__complete_sequence;0;0;0.00005;0;0;0.00039;0;0.00034;0;0;0.00024;0.00006;0;0;0;0;0.00004;0.00028;0;0;0;0.00003;0;0.00003;0;0.00008;0;0.00008;0;0.00012;0;0;0.00026;0.00004;0;0.00048;0.00249;0;0.00066;0.0105;0;0.00005;0.00113;0.00008;0.00069;0.00069;0.00276;0.00012;0.00004;0.00031;0.00003;0;0;0.0003;0.00011;0;0.0006;0;0.0206;0;0;0;0.00238;0;0;0.00127;0;0.0003;0.00335;0;0;0.00008;0.00013;0;0;0;0;0;0;0;0;0;0;0;0.00001;0;0
NZ_CP004078.1_Paenibacillus_sabinae_T27_chromosome__complete_genome;0;0;0;0;0;0.0001;0;0.00023;0;0;0;0.00006;0;0;0.00169;0;0;0.0003;0;0.00035;0;0;0;0.00002;0;0.00084;0.00008;0;0;0.00007;0;0;0;0.00127;0;0.00014;0;0;0.00056;0.03586;0;0;0.00077;0.00041;0.00054;0.00047;0.00471;0.00074;0.00027;0.00037;0;0.00079;0.00007;0.00032;0;0;0.00052;0;0.00147;0;0;0;0.00305;0;0;0.0002;0;0.00077;0.02286;0;0;0.0004;0;0;0;0;0;0;0.00012;0;0;0;0;0;0;0;0
NC_007503.1_Carboxydothermus_hydrogenoformans_Z_2901__complete_sequence;0;0;0;0.0001;0.00053;0;0;0.00101;0;0;0.00533;0.00035;0;0;0.00424;0;0;0.00118;0;0;0;0.00038;0.00012;0.00032;0;0.00275;0;0.00015;0.00013;0.00016;0;0;0.00048;0.00078;0;0.00181;0.00468;0;0.00123;0.02623;0;0;0.00169;0.00119;0.00094;0.00103;0.02188;0.00185;0.00204;0.0008;0;0.00086;0.00049;0.00056;0.00042;0.00016;0.00339;0.0001;0.02252;0.00865;0.00122;0.00099;0.0201;0;0;0.00217;0;0.00339;0.00836;0;0;0;0;0;0.00057;0;0;0;0.00018;0.00283;0.00017;0;0;0;0.00006;0.0002;0
NZ_CP015196.1_Streptococcus_marmotae_strain_HTS5_chromosome__complete_genome;0;0.00221;0.00079;0.02986;0.25672;0.0397;0.0455;0.16384;0;0.00012;0.06096;0.00751;0;0.00041;0.04767;0.00099;0.0026;0.01516;0.02439;0.35253;0.01546;0.05139;0.02234;0.00448;0.00175;0.03085;0.02948;0.00458;0.00081;0.00939;0.03071;0.00042;0.07629;0.00839;0.00302;0.11489;0.81196;0.00136;0.4667;4.9378;2.78433;0.00534;0.12461;0.06288;0.06601;0.25096;0.37418;0.11506;0.20571;0.0202;0.0723;0.26625;0.1204;0.08341;0.26951;0.07878;0.05702;0.00697;0.9169;0.05743;0.30617;0.07103;0.96147;0.97148;0.00142;0.26749;0.00621;0.31081;1.16507;0.11853;0.05582;0.07565;0.00325;0.01275;0.12704;0.004;0.00023;0;0.00337;0.05915;0.04258;0.02267;0.00026;0.0077;0.006;0.00317;0.02047
NZ_LT906451.1_Legionella_lansingensis_strain_NCTC12830_chromosome_1;0;0;0;0.00008;0;0.00084;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00092;0;0;0;0.00009;0;0.00025;0;0;0;0;0;0;0;0;0;0;0;0;0.00594;0.03161;0;0;0.00034;0.00024;0;0;0.00537;0.0013;0.00047;0.00009;0.00004;0;0.00013;0.00136;0;0;0;0;0.00259;0.00082;0;0.0006;0.01256;0;0;0.0007;0;0.00045;0;0;0;0.00261;0;0.00025;0.0025;0.00002;0;0;0.00007;0;0.00013;0;0;0.0001;0;0.00016;0.00045
NZ_AP018165.1__Mycobacterium__stephanolepidis_strain_NJB0901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00006;0;0;0;0.00098;0;0;0;0;0;0;0;0;0;0;0.00023;0;0;0;0;0;0;0;0;0.00005;0.00041;0;0.00192;0.0005;0.00584;0.001;0.00091;0.00006;0;0;0;0.0002;0;0;0.00054;0;0.00155;0;0;0;0.01074;0;0;0;0;0.00679;0;0;0;0;0;0;0;0;0;0;0;0;0.00032;0;0;0;0;0;0
NZ_CP014230.1_Desulfomicrobium_orale_DSM_12838_chromosome__complete_genome;0;0;0;0;0;0.00018;0;0.00022;0;0.0001;0.00026;0.00006;0;0;0.01052;0;0;0.0017;0;0;0;0;0.0003;0;0.00013;0.00106;0;0.00013;0.00011;0.00027;0;0;0;0.00027;0;0;0;0.00014;0;0;0;0;0.00291;0.00051;0.0002;0.00134;0.01888;0.0008;0.00063;0.0004;0;0.00075;0;0.00085;0.00036;0;0;0;0;0;0;0;0.00385;0;0;0.00037;0;0.00195;0.00361;0.00055;0;0.00026;0;0;0.00073;0;0;0;0.00023;0;0.00014;0;0;0.00045;0;0;0.00243
NC_030458.1_Chimpanzee_faeces_associated_microphage_3_isolate_CPNG_29300__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_014729.1_Halogeometricum_borinquense_DSM_11551__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP015381.1_Desulfococcus_multivorans_strain_DSM_2059_chromosome__complete_genome;0;0;0;0;0;0.00034;0;0;0;0;0.0008;0;0;0;0.00043;0;0;0.00078;0;0;0;0;0;0.00002;0;0.00033;0;0;0;0.00025;0;0;0.00026;0.00025;0;0.00032;0.00756;0;0.00066;0;0;0.00005;0.00114;0.00048;0.00063;0.00111;0.00229;0;0;0.00136;0.00003;0;0.00026;0.00076;0;0;0.00152;0;0.00347;0;0;0;0;0;0;0;0;0.0003;0;0;0;0.00016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_LN832559.1_Paracoccus_aminovorans_isolate_JCM7685_chromosome_I;0;0;0;0;0.00041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00005;0.00012;0;0;0;0;0.00012;0;0;0;0;0;0;0;0.00013;0;0;0;0;0;0.00023;0.00091;0.002;0;0.00054;0.00068;0.00018;0;0.00134;0;0.00098;0.00129;0;0;0;0;0.0002;0.00376;0;0.00345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0
NC_015958.1_Thermoanaerobacter_wiegelii_Rt8.B1__complete_sequence;0;0.00006;0;0.00009;0.00023;0;0;0.00065;0;0;0.00051;0;0;0;0;0;0.00013;0;0;0;0.00058;0;0;0.00006;0;0;0;0;0;0.00013;0;0;0;0;0;0.00026;0;0;0;0;0;0.00008;0;0.00103;0;0.00045;0.00576;0.0004;0.00025;0;0;0.00075;0;0;0;0;0;0;0;0.00022;0;0;0;0;0;0;0;0.00195;0;0;0;0;0;0;0.00122;0.00005;0;0;0;0;0.00014;0;0;0.00022;0;0.0007;0
NZ_CP024934.1_Paraburkholderia_graminis_strain_PHS1_chromosome_PHS1_A__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00018;0;0;0;0;0;0;0;0;0.00009;0;0;0;0;0;0;0;0;0;0;0.0007;0;0;0;0.00009;0;0;0;0;0;0.00025;0;0;0;0;0;0;0;0;0;0;0;0;0.00034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP021455.1_Comamonas_serinivorans_strain_DSM_26136_chromosome__complete_genome;0;0;0;0;0.00014;0;0;0;0;0;0;0.00026;0;0;0.00014;0;0;0;0;0;0;0;0;0;0.00317;0;0;0;0;0;0;0;0.00025;0;0;0;0;0;0;0;0;0;0;0;0.00087;0;0.00065;0;0.0007;0.00018;0;0.00046;0.00009;0.00007;0.00066;0;0.0003;0.00005;0;0;0;0;0;0;0;0;0;0;0.00444;0;0;0;0;0;0;0.00003;0;0;0;0.00014;0.00009;0;0;0;0;0;0
